pind,arm,delta,correct
1274,NW-flex,1,1.0
1274,BWA-no-clip,2,1.0
1274,BWA-std,2,0.5
1274,NW-flex,2,1.0
1274,BWA-no-clip,3,1.0
1274,BWA-std,3,0.3
1274,NW-flex,3,1.0
1274,BWA-no-clip,4,1.0
1274,BWA-std,4,0.1
1274,NW-flex,4,1.0
1274,BWA-no-clip,5,1.0
1274,BWA-std,5,0.0
1274,NW-flex,5,1.0
1275,BWA-no-clip,-5,0.2
1275,BWA-std,-5,0.1
1275,NW-flex,-5,1.0
1275,BWA-no-clip,-4,0.6
1275,BWA-std,-4,0.2
1275,NW-flex,-4,1.0
1275,BWA-no-clip,-3,0.6
1275,BWA-std,-3,0.4
1275,NW-flex,-3,1.0
1275,BWA-no-clip,-2,0.8
1275,BWA-std,-2,0.5
1275,NW-flex,-2,1.0
1275,BWA-no-clip,-1,0.8
1275,BWA-std,-1,0.7
1275,NW-flex,-1,1.0
1275,BWA-no-clip,0,1.0
1275,BWA-std,0,1.0
1275,NW-flex,0,1.0
1275,BWA-no-clip,1,1.0
1275,BWA-std,1,0.7
1275,NW-flex,1,1.0
1275,BWA-no-clip,2,1.0
1275,BWA-std,2,0.5
1275,NW-flex,2,1.0
1275,BWA-no-clip,3,1.0
1275,BWA-std,3,0.3
1275,NW-flex,3,1.0
1275,BWA-no-clip,4,0.8
1275,BWA-std,4,0.1
1275,NW-flex,4,1.0
1275,BWA-no-clip,5,0.9
1275,BWA-std,5,0.0
1275,NW-flex,5,1.0
1276,BWA-no-clip,-5,0.5
1276,BWA-std,-5,0.1
1276,NW-flex,-5,1.0
1276,BWA-no-clip,-4,0.6
1276,BWA-std,-4,0.2
1276,NW-flex,-4,1.0
1276,BWA-no-clip,-3,0.7
1276,BWA-std,-3,0.4
1276,NW-flex,-3,1.0
1276,BWA-no-clip,-2,0.8
1276,BWA-std,-2,0.5
1276,NW-flex,-2,1.0
1276,BWA-no-clip,-1,0.8
1276,BWA-std,-1,0.7
1276,NW-flex,-1,1.0
1276,BWA-no-clip,0,1.0
1276,BWA-std,0,1.0
1276,NW-flex,0,1.0
1276,BWA-no-clip,1,1.0
1276,BWA-std,1,0.7
1276,NW-flex,1,1.0
1276,BWA-no-clip,2,1.0
1276,BWA-std,2,0.5
1276,NW-flex,2,1.0
1276,BWA-no-clip,3,1.0
1276,BWA-std,3,0.3
1276,NW-flex,3,1.0
1276,BWA-no-clip,4,1.0
1276,BWA-std,4,0.1
1276,NW-flex,4,1.0
1276,BWA-no-clip,5,1.0
1276,BWA-std,5,0.0
1276,NW-flex,5,1.0
1277,BWA-no-clip,-5,0.4
1277,BWA-std,-5,0.1
1277,NW-flex,-5,1.0
1277,BWA-no-clip,-4,0.5
1277,BWA-std,-4,0.2
1277,NW-flex,-4,1.0
1277,BWA-no-clip,-3,0.5
1277,BWA-std,-3,0.3
1277,NW-flex,-3,1.0
1277,BWA-no-clip,-2,0.7
1277,BWA-std,-2,0.5
1277,NW-flex,-2,1.0
1277,BWA-no-clip,-1,0.8
1277,BWA-std,-1,0.7
1277,NW-flex,-1,1.0
1277,BWA-no-clip,0,1.0
1277,BWA-std,0,1.0
1277,NW-flex,0,1.0
1277,BWA-no-clip,1,1.0
1277,BWA-std,1,0.7
1277,NW-flex,1,1.0
1277,BWA-no-clip,2,1.0
1277,BWA-std,2,0.5
1277,NW-flex,2,1.0
1277,BWA-no-clip,3,0.9
1277,BWA-std,3,0.3
1277,NW-flex,3,1.0
1277,BWA-no-clip,4,0.9
1277,BWA-std,4,0.1
1277,NW-flex,4,1.0
1277,BWA-no-clip,5,0.9
1277,BWA-std,5,0.0
1277,NW-flex,5,1.0
1278,BWA-no-clip,-5,0.6
1278,BWA-std,-5,0.1
1278,NW-flex,-5,1.0
1278,BWA-no-clip,-4,0.7
1278,BWA-std,-4,0.2
1278,NW-flex,-4,1.0
1278,BWA-no-clip,-3,0.8
1278,BWA-std,-3,0.4
1278,NW-flex,-3,1.0
1278,BWA-no-clip,-2,0.8
1278,BWA-std,-2,0.6
1278,NW-flex,-2,1.0
1278,BWA-no-clip,-1,0.9
1278,BWA-std,-1,0.7
1278,NW-flex,-1,1.0
1278,BWA-no-clip,0,1.0
1278,BWA-std,0,1.0
1278,NW-flex,0,1.0
1278,BWA-no-clip,1,1.0
1278,BWA-std,1,0.7
1278,NW-flex,1,1.0
1278,BWA-no-clip,2,1.0
1278,BWA-std,2,0.5
1278,NW-flex,2,1.0
1278,BWA-no-clip,3,1.0
1278,BWA-std,3,0.3
1278,NW-flex,3,1.0
1278,BWA-no-clip,4,1.0
1278,BWA-std,4,0.1
1278,NW-flex,4,1.0
1278,BWA-no-clip,5,1.0
1278,BWA-std,5,0.0
1278,NW-flex,5,1.0
1279,BWA-no-clip,-5,0.7
1279,BWA-std,-5,0.1
1279,NW-flex,-5,1.0
1279,BWA-no-clip,-4,0.7
1279,BWA-std,-4,0.2
1279,NW-flex,-4,1.0
1279,BWA-no-clip,-3,0.8
1279,BWA-std,-3,0.4
1279,NW-flex,-3,1.0
1279,BWA-no-clip,-2,0.9
1279,BWA-std,-2,0.6
1279,NW-flex,-2,1.0
1279,BWA-no-clip,-1,0.9
1279,BWA-std,-1,0.7
1279,NW-flex,-1,1.0
1279,BWA-no-clip,0,1.0
1279,BWA-std,0,1.0
1279,NW-flex,0,1.0
1279,BWA-no-clip,1,1.0
1279,BWA-std,1,0.7
1279,NW-flex,1,1.0
1279,BWA-no-clip,2,1.0
1279,BWA-std,2,0.5
1279,NW-flex,2,1.0
1279,BWA-no-clip,3,1.0
1279,BWA-std,3,0.3
1279,NW-flex,3,1.0
1279,BWA-no-clip,4,1.0
1279,BWA-std,4,0.1
1279,NW-flex,4,1.0
1279,BWA-no-clip,5,1.0
1279,BWA-std,5,0.0
1279,NW-flex,5,1.0
1280,BWA-no-clip,-5,0.6
1280,BWA-std,-5,0.1
1280,NW-flex,-5,1.0
1280,BWA-no-clip,-4,0.8
1280,BWA-std,-4,0.2
1280,NW-flex,-4,1.0
1280,BWA-no-clip,-3,0.8
1280,BWA-std,-3,0.4
1280,NW-flex,-3,1.0
1280,BWA-no-clip,-2,0.9
1280,BWA-std,-2,0.6
1280,NW-flex,-2,1.0
1280,BWA-no-clip,-1,0.9
1280,BWA-std,-1,0.7
1280,NW-flex,-1,1.0
1280,BWA-no-clip,0,1.0
1280,BWA-std,0,1.0
1280,NW-flex,0,1.0
1280,BWA-no-clip,1,1.0
1280,BWA-std,1,0.7
1280,NW-flex,1,1.0
1280,BWA-no-clip,2,1.0
1280,BWA-std,2,0.5
1280,NW-flex,2,1.0
1280,BWA-no-clip,3,1.0
1280,BWA-std,3,0.3
1280,NW-flex,3,1.0
1280,BWA-no-clip,4,1.0
1280,BWA-std,4,0.1
1280,NW-flex,4,1.0
1280,BWA-no-clip,5,1.0
1280,BWA-std,5,0.0
1280,NW-flex,5,1.0
1281,BWA-no-clip,-5,0.6
1281,BWA-std,-5,0.1
1281,NW-flex,-5,1.0
1281,BWA-no-clip,-4,0.7
1281,BWA-std,-4,0.2
1281,NW-flex,-4,1.0
1281,BWA-no-clip,-3,0.7
1281,BWA-std,-3,0.4
1281,NW-flex,-3,1.0
1281,BWA-no-clip,-2,0.8
1281,BWA-std,-2,0.5
1281,NW-flex,-2,1.0
1281,BWA-no-clip,-1,0.8
1281,BWA-std,-1,0.7
1281,NW-flex,-1,1.0
1281,BWA-no-clip,0,1.0
1281,BWA-std,0,1.0
1281,NW-flex,0,1.0
1281,BWA-no-clip,1,1.0
1281,BWA-std,1,0.7
1281,NW-flex,1,1.0
1281,BWA-no-clip,2,1.0
1281,BWA-std,2,0.5
1281,NW-flex,2,1.0
1281,BWA-no-clip,3,1.0
1281,BWA-std,3,0.3
1281,NW-flex,3,1.0
1281,BWA-no-clip,4,1.0
1281,BWA-std,4,0.1
1281,NW-flex,4,1.0
1281,BWA-no-clip,5,1.0
1281,BWA-std,5,0.0
1281,NW-flex,5,1.0
1282,BWA-no-clip,-5,0.6
1282,BWA-std,-5,0.1
1282,NW-flex,-5,1.0
1282,BWA-no-clip,-4,0.7
1282,BWA-std,-4,0.2
1282,NW-flex,-4,1.0
1282,BWA-no-clip,-3,0.8
1282,BWA-std,-3,0.4
1282,NW-flex,-3,1.0
1282,BWA-no-clip,-2,0.9
1282,BWA-std,-2,0.6
1282,NW-flex,-2,1.0
1282,BWA-no-clip,-1,0.9
1282,BWA-std,-1,0.7
1282,NW-flex,-1,1.0
1282,BWA-no-clip,0,1.0
1282,BWA-std,0,1.0
1282,NW-flex,0,1.0
1282,BWA-no-clip,1,1.0
1282,BWA-std,1,0.7
1282,NW-flex,1,1.0
1282,BWA-no-clip,2,1.0
1282,BWA-std,2,0.5
1282,NW-flex,2,1.0
1282,BWA-no-clip,3,1.0
1282,BWA-std,3,0.3
1282,NW-flex,3,1.0
1282,BWA-no-clip,4,1.0
1282,BWA-std,4,0.1
1282,NW-flex,4,1.0
1282,BWA-no-clip,5,1.0
1282,BWA-std,5,0.0
1282,NW-flex,5,1.0
1283,BWA-no-clip,-5,0.6
1283,BWA-std,-5,0.1
1283,NW-flex,-5,1.0
1283,BWA-no-clip,-4,0.8
1283,BWA-std,-4,0.2
1283,NW-flex,-4,1.0
1283,BWA-no-clip,-3,0.8
1283,BWA-std,-3,0.4
1283,NW-flex,-3,1.0
1283,BWA-no-clip,-2,0.9
1283,BWA-std,-2,0.6
1283,NW-flex,-2,1.0
1283,BWA-no-clip,-1,0.9
1283,BWA-std,-1,0.7
1283,NW-flex,-1,1.0
1283,BWA-no-clip,0,1.0
1283,BWA-std,0,1.0
1283,NW-flex,0,1.0
1283,BWA-no-clip,1,1.0
1283,BWA-std,1,0.7
1283,NW-flex,1,1.0
1283,BWA-no-clip,2,1.0
1283,BWA-std,2,0.5
1283,NW-flex,2,1.0
1283,BWA-no-clip,3,1.0
1283,BWA-std,3,0.3
1283,NW-flex,3,1.0
1283,BWA-no-clip,4,1.0
1283,BWA-std,4,0.1
1283,NW-flex,4,1.0
1283,BWA-no-clip,5,1.0
1283,BWA-std,5,0.0
1283,NW-flex,5,1.0
1284,BWA-no-clip,-5,0.6
1284,BWA-std,-5,0.1
1284,NW-flex,-5,1.0
1284,BWA-no-clip,-4,0.6
1284,BWA-std,-4,0.2
1284,NW-flex,-4,1.0
1284,BWA-no-clip,-3,0.7
1284,BWA-std,-3,0.4
1284,NW-flex,-3,1.0
1284,BWA-no-clip,-2,0.7
1284,BWA-std,-2,0.6
1284,NW-flex,-2,1.0
1284,BWA-no-clip,-1,0.9
1284,BWA-std,-1,0.7
1284,NW-flex,-1,1.0
1284,BWA-no-clip,0,1.0
1284,BWA-std,0,1.0
1284,NW-flex,0,1.0
1284,BWA-no-clip,1,0.9
1284,BWA-std,1,0.7
1284,NW-flex,1,1.0
1284,BWA-no-clip,2,0.9
1284,BWA-std,2,0.5
1284,NW-flex,2,1.0
1284,BWA-no-clip,3,0.9
1284,BWA-std,3,0.3
1284,NW-flex,3,1.0
1284,BWA-no-clip,4,0.9
1284,BWA-std,4,0.1
1284,NW-flex,4,1.0
1284,BWA-no-clip,5,0.9
1284,BWA-std,5,0.0
1284,NW-flex,5,1.0
1285,BWA-no-clip,-5,0.5
1285,BWA-std,-5,0.1
1285,NW-flex,-5,1.0
1285,BWA-no-clip,-4,0.6
1285,BWA-std,-4,0.2
1285,NW-flex,-4,1.0
1285,BWA-no-clip,-3,0.7
1285,BWA-std,-3,0.4
1285,NW-flex,-3,1.0
1285,BWA-no-clip,-2,0.9
1285,BWA-std,-2,0.6
1285,NW-flex,-2,1.0
1285,BWA-no-clip,-1,0.9
1285,BWA-std,-1,0.7
1285,NW-flex,-1,1.0
1285,BWA-no-clip,0,1.0
1285,BWA-std,0,1.0
1285,NW-flex,0,1.0
1285,BWA-no-clip,1,1.0
1285,BWA-std,1,0.7
1285,NW-flex,1,1.0
1285,BWA-no-clip,2,1.0
1285,BWA-std,2,0.5
1285,NW-flex,2,1.0
1285,BWA-no-clip,3,1.0
1285,BWA-std,3,0.3
1285,NW-flex,3,1.0
1285,BWA-no-clip,4,1.0
1285,BWA-std,4,0.1
1285,NW-flex,4,1.0
1285,BWA-no-clip,5,1.0
1285,BWA-std,5,0.0
1285,NW-flex,5,1.0
1286,BWA-no-clip,-5,0.5
1286,BWA-std,-5,0.1
1286,NW-flex,-5,1.0
1286,BWA-no-clip,-4,0.6
1286,BWA-std,-4,0.2
1286,NW-flex,-4,1.0
1286,BWA-no-clip,-3,0.6
1286,BWA-std,-3,0.4
1286,NW-flex,-3,1.0
1286,BWA-no-clip,-2,0.9
1286,BWA-std,-2,0.6
1286,NW-flex,-2,1.0
1286,BWA-no-clip,-1,0.9
1286,BWA-std,-1,0.7
1286,NW-flex,-1,1.0
1286,BWA-no-clip,0,1.0
1286,BWA-std,0,1.0
1286,NW-flex,0,1.0
1286,BWA-no-clip,1,1.0
1286,BWA-std,1,0.7
1286,NW-flex,1,1.0
1286,BWA-no-clip,2,1.0
1286,BWA-std,2,0.5
1286,NW-flex,2,1.0
1286,BWA-no-clip,3,1.0
1286,BWA-std,3,0.3
1286,NW-flex,3,1.0
1286,BWA-no-clip,4,1.0
1286,BWA-std,4,0.1
1286,NW-flex,4,1.0
1286,BWA-no-clip,5,1.0
1286,BWA-std,5,0.0
1286,NW-flex,5,1.0
1287,BWA-no-clip,-5,0.6
1287,BWA-std,-5,0.1
1287,NW-flex,-5,1.0
1287,BWA-no-clip,-4,0.6
1287,BWA-std,-4,0.2
1287,NW-flex,-4,1.0
1287,BWA-no-clip,-3,0.8
1287,BWA-std,-3,0.4
1287,NW-flex,-3,1.0
1287,BWA-no-clip,-2,0.8
1287,BWA-std,-2,0.6
1287,NW-flex,-2,1.0
1287,BWA-no-clip,-1,0.9
1287,BWA-std,-1,0.7
1287,NW-flex,-1,1.0
1287,BWA-no-clip,0,1.0
1287,BWA-std,0,1.0
1287,NW-flex,0,1.0
1287,BWA-no-clip,1,1.0
1287,BWA-std,1,0.7
1287,NW-flex,1,1.0
1287,BWA-no-clip,2,1.0
1287,BWA-std,2,0.5
1287,NW-flex,2,1.0
1287,BWA-no-clip,3,1.0
1287,BWA-std,3,0.3
1287,NW-flex,3,1.0
1287,BWA-no-clip,4,1.0
1287,BWA-std,4,0.1
1287,NW-flex,4,1.0
1287,BWA-no-clip,5,1.0
1287,BWA-std,5,0.0
1287,NW-flex,5,1.0
1288,BWA-no-clip,-5,0.5
1288,BWA-std,-5,0.1
1288,NW-flex,-5,1.0
1288,BWA-no-clip,-4,0.5
1288,BWA-std,-4,0.2
1288,NW-flex,-4,1.0
1288,BWA-no-clip,-3,0.7
1288,BWA-std,-3,0.4
1288,NW-flex,-3,1.0
1288,BWA-no-clip,-2,0.7333333333333333
1288,BWA-std,-2,0.5
1288,NW-flex,-2,1.0
1288,BWA-no-clip,-1,0.7
1288,BWA-std,-1,0.7
1288,NW-flex,-1,1.0
1288,BWA-no-clip,0,1.0
1288,BWA-std,0,1.0
1288,NW-flex,0,1.0
1288,BWA-no-clip,1,0.8
1288,BWA-std,1,0.7
1288,NW-flex,1,1.0
1288,BWA-no-clip,2,0.8
1288,BWA-std,2,0.5
1288,NW-flex,2,1.0
1288,BWA-no-clip,3,0.8
1288,BWA-std,3,0.3
1288,NW-flex,3,1.0
1288,BWA-no-clip,4,0.8
1288,BWA-std,4,0.1
1288,NW-flex,4,1.0
1288,BWA-no-clip,5,0.8
1288,BWA-std,5,0.0
1288,NW-flex,5,1.0
1289,BWA-no-clip,-5,0.6
1289,BWA-std,-5,0.1
1289,NW-flex,-5,1.0
1289,BWA-no-clip,-4,0.8
1289,BWA-std,-4,0.2
1289,NW-flex,-4,1.0
1289,BWA-no-clip,-3,0.8
1289,BWA-std,-3,0.4
1289,NW-flex,-3,1.0
1289,BWA-no-clip,-2,0.9
1289,BWA-std,-2,0.6
1289,NW-flex,-2,1.0
1289,BWA-no-clip,-1,0.9
1289,BWA-std,-1,0.7
1289,NW-flex,-1,1.0
1289,BWA-no-clip,0,1.0
1289,BWA-std,0,1.0
1289,NW-flex,0,1.0
1289,BWA-no-clip,1,1.0
1289,BWA-std,1,0.7
1289,NW-flex,1,1.0
1289,BWA-no-clip,2,1.0
1289,BWA-std,2,0.5
1289,NW-flex,2,1.0
1289,BWA-no-clip,3,1.0
1289,BWA-std,3,0.3
1289,NW-flex,3,1.0
1289,BWA-no-clip,4,1.0
1289,BWA-std,4,0.1
1289,NW-flex,4,1.0
1289,BWA-no-clip,5,1.0
1289,BWA-std,5,0.0
1289,NW-flex,5,1.0
1290,BWA-no-clip,-5,0.6
1290,BWA-std,-5,0.1
1290,NW-flex,-5,1.0
1290,BWA-no-clip,-4,0.7
1290,BWA-std,-4,0.2
1290,NW-flex,-4,1.0
1290,BWA-no-clip,-3,0.7
1290,BWA-std,-3,0.4
1290,NW-flex,-3,1.0
1290,BWA-no-clip,-2,0.8
1290,BWA-std,-2,0.5
1290,NW-flex,-2,1.0
1290,BWA-no-clip,-1,0.8
1290,BWA-std,-1,0.7
1290,NW-flex,-1,1.0
1290,BWA-no-clip,0,1.0
1290,BWA-std,0,1.0
1290,NW-flex,0,1.0
1290,BWA-no-clip,1,1.0
1290,BWA-std,1,0.7
1290,NW-flex,1,1.0
1290,BWA-no-clip,2,1.0
1290,BWA-std,2,0.5
1290,NW-flex,2,1.0
1290,BWA-no-clip,3,1.0
1290,BWA-std,3,0.3
1290,NW-flex,3,1.0
1290,BWA-no-clip,4,1.0
1290,BWA-std,4,0.1
1290,NW-flex,4,1.0
1290,BWA-no-clip,5,1.0
1290,BWA-std,5,0.0
1290,NW-flex,5,1.0
1291,BWA-no-clip,-5,0.6
1291,BWA-std,-5,0.1
1291,NW-flex,-5,1.0
1291,BWA-no-clip,-4,0.7
1291,BWA-std,-4,0.2
1291,NW-flex,-4,1.0
1291,BWA-no-clip,-3,0.7
1291,BWA-std,-3,0.4
1291,NW-flex,-3,1.0
1291,BWA-no-clip,-2,0.8
1291,BWA-std,-2,0.5
1291,NW-flex,-2,1.0
1291,BWA-no-clip,-1,0.8
1291,BWA-std,-1,0.7
1291,NW-flex,-1,1.0
1291,BWA-no-clip,0,1.0
1291,BWA-std,0,1.0
1291,NW-flex,0,1.0
1291,BWA-no-clip,1,0.9
1291,BWA-std,1,0.7
1291,NW-flex,1,1.0
1291,BWA-no-clip,2,0.9
1291,BWA-std,2,0.5
1291,NW-flex,2,1.0
1291,BWA-no-clip,3,0.9
1291,BWA-std,3,0.3
1291,NW-flex,3,1.0
1291,BWA-no-clip,4,0.9
1291,BWA-std,4,0.1
1291,NW-flex,4,1.0
1291,BWA-no-clip,5,0.9
1291,BWA-std,5,0.0
1291,NW-flex,5,1.0
1292,BWA-no-clip,-5,0.6
1292,BWA-std,-5,0.1
1292,NW-flex,-5,1.0
1292,BWA-no-clip,-4,0.6
1292,BWA-std,-4,0.2
1292,NW-flex,-4,1.0
1292,BWA-no-clip,-3,0.7
1292,BWA-std,-3,0.4
1292,NW-flex,-3,1.0
1292,BWA-no-clip,-2,0.8
1292,BWA-std,-2,0.5
1292,NW-flex,-2,1.0
1292,BWA-no-clip,-1,0.8
1292,BWA-std,-1,0.7
1292,NW-flex,-1,1.0
1292,BWA-no-clip,0,1.0
1292,BWA-std,0,1.0
1292,NW-flex,0,1.0
1292,BWA-no-clip,1,0.9
1292,BWA-std,1,0.7
1292,NW-flex,1,1.0
1292,BWA-no-clip,2,0.9
1292,BWA-std,2,0.5
1292,NW-flex,2,1.0
1292,BWA-no-clip,3,0.9
1292,BWA-std,3,0.3
1292,NW-flex,3,1.0
1292,BWA-no-clip,4,0.9
1292,BWA-std,4,0.1
1292,NW-flex,4,1.0
1292,BWA-no-clip,5,0.9
1292,BWA-std,5,0.0
1292,NW-flex,5,1.0
1293,BWA-no-clip,-5,0.6
1293,BWA-std,-5,0.1
1293,NW-flex,-5,1.0
1293,BWA-no-clip,-4,0.7
1293,BWA-std,-4,0.2
1293,NW-flex,-4,1.0
1293,BWA-no-clip,-3,0.8
1293,BWA-std,-3,0.4
1293,NW-flex,-3,1.0
1293,BWA-no-clip,-2,0.8
1293,BWA-std,-2,0.6
1293,NW-flex,-2,1.0
1293,BWA-no-clip,-1,0.9
1293,BWA-std,-1,0.7
1293,NW-flex,-1,1.0
1293,BWA-no-clip,0,1.0
1293,BWA-std,0,1.0
1293,NW-flex,0,1.0
1293,BWA-no-clip,1,1.0
1293,BWA-std,1,0.7
1293,NW-flex,1,1.0
1293,BWA-no-clip,2,1.0
1293,BWA-std,2,0.5
1293,NW-flex,2,1.0
1293,BWA-no-clip,3,1.0
1293,BWA-std,3,0.3
1293,NW-flex,3,1.0
1293,BWA-no-clip,4,1.0
1293,BWA-std,4,0.1
1293,NW-flex,4,1.0
1293,BWA-no-clip,5,1.0
1293,BWA-std,5,0.0
1293,NW-flex,5,1.0
1294,BWA-no-clip,-5,0.6
1294,BWA-std,-5,0.1
1294,NW-flex,-5,1.0
1294,BWA-no-clip,-4,0.7
1294,BWA-std,-4,0.2
1294,NW-flex,-4,1.0
1294,BWA-no-clip,-3,0.7
1294,BWA-std,-3,0.4
1294,NW-flex,-3,1.0
1294,BWA-no-clip,-2,0.9
1294,BWA-std,-2,0.6
1294,NW-flex,-2,1.0
1294,BWA-no-clip,-1,0.9
1294,BWA-std,-1,0.7
1294,NW-flex,-1,1.0
1294,BWA-no-clip,0,1.0
1294,BWA-std,0,1.0
1294,NW-flex,0,1.0
1294,BWA-no-clip,1,1.0
1294,BWA-std,1,0.7
1294,NW-flex,1,1.0
1294,BWA-no-clip,2,1.0
1294,BWA-std,2,0.5
1294,NW-flex,2,1.0
1294,BWA-no-clip,3,1.0
1294,BWA-std,3,0.3
1294,NW-flex,3,1.0
1294,BWA-no-clip,4,1.0
1294,BWA-std,4,0.1
1294,NW-flex,4,1.0
1294,BWA-no-clip,5,1.0
1294,BWA-std,5,0.0
1294,NW-flex,5,1.0
1295,BWA-no-clip,-5,0.3
1295,BWA-std,-5,0.1
1295,NW-flex,-5,1.0
1295,BWA-no-clip,-4,0.4
1295,BWA-std,-4,0.2
1295,NW-flex,-4,1.0
1295,BWA-no-clip,-3,0.3
1295,BWA-std,-3,0.4
1295,NW-flex,-3,1.0
1295,BWA-no-clip,-2,0.6666666666666666
1295,BWA-std,-2,0.5
1295,NW-flex,-2,1.0
1295,BWA-no-clip,-1,0.6
1295,BWA-std,-1,0.6
1295,NW-flex,-1,1.0
1295,BWA-no-clip,0,1.0
1295,BWA-std,0,1.0
1295,NW-flex,0,1.0
1295,BWA-no-clip,1,0.7
1295,BWA-std,1,0.7
1295,NW-flex,1,1.0
1295,BWA-no-clip,2,0.7
1295,BWA-std,2,0.5
1295,NW-flex,2,1.0
1295,BWA-no-clip,3,0.7
1295,BWA-std,3,0.3
1295,NW-flex,3,1.0
1295,BWA-no-clip,4,0.7
1295,BWA-std,4,0.1
1295,NW-flex,4,1.0
1295,BWA-no-clip,5,0.7
1295,BWA-std,5,0.0
1295,NW-flex,5,1.0
1296,BWA-no-clip,-5,0.4
1296,BWA-std,-5,0.1
1296,NW-flex,-5,1.0
1296,BWA-no-clip,-4,0.4
1296,BWA-std,-4,0.2
1296,NW-flex,-4,1.0
1296,BWA-no-clip,-3,0.6
1296,BWA-std,-3,0.3
1296,NW-flex,-3,1.0
1296,BWA-no-clip,-2,0.7
1296,BWA-std,-2,0.5
1296,NW-flex,-2,1.0
1296,BWA-no-clip,-1,0.8
1296,BWA-std,-1,0.7
1296,NW-flex,-1,1.0
1296,BWA-no-clip,0,1.0
1296,BWA-std,0,1.0
1296,NW-flex,0,1.0
1296,BWA-no-clip,1,1.0
1296,BWA-std,1,0.7
1296,NW-flex,1,1.0
1296,BWA-no-clip,2,1.0
1296,BWA-std,2,0.5
1296,NW-flex,2,1.0
1296,BWA-no-clip,3,0.9
1296,BWA-std,3,0.3
1296,NW-flex,3,1.0
1296,BWA-no-clip,4,0.9
1296,BWA-std,4,0.1
1296,NW-flex,4,1.0
1296,BWA-no-clip,5,0.9
1296,BWA-std,5,0.0
1296,NW-flex,5,1.0
1297,BWA-no-clip,-5,0.3
1297,BWA-std,-5,0.1
1297,NW-flex,-5,1.0
1297,BWA-no-clip,-4,0.3
1297,BWA-std,-4,0.2
1297,NW-flex,-4,1.0
1297,BWA-no-clip,-3,0.7
1297,BWA-std,-3,0.4
1297,NW-flex,-3,1.0
1297,BWA-no-clip,-2,0.9
1297,BWA-std,-2,0.6
1297,NW-flex,-2,1.0
1297,BWA-no-clip,-1,0.9
1297,BWA-std,-1,0.7
1297,NW-flex,-1,1.0
1297,BWA-no-clip,0,1.0
1297,BWA-std,0,1.0
1297,NW-flex,0,1.0
1297,BWA-no-clip,1,1.0
1297,BWA-std,1,0.7
1297,NW-flex,1,1.0
1297,BWA-no-clip,2,1.0
1297,BWA-std,2,0.5
1297,NW-flex,2,1.0
1297,BWA-no-clip,3,0.9
1297,BWA-std,3,0.3
1297,NW-flex,3,1.0
1297,BWA-no-clip,4,0.9
1297,BWA-std,4,0.1
1297,NW-flex,4,1.0
1297,BWA-no-clip,5,0.9
1297,BWA-std,5,0.0
1297,NW-flex,5,1.0
1298,BWA-no-clip,-5,0.6
1298,BWA-std,-5,0.1
1298,NW-flex,-5,1.0
1298,BWA-no-clip,-4,0.7
1298,BWA-std,-4,0.2
1298,NW-flex,-4,1.0
1298,BWA-no-clip,-3,0.7
1298,BWA-std,-3,0.4
1298,NW-flex,-3,1.0
1298,BWA-no-clip,-2,0.8
1298,BWA-std,-2,0.5
1298,NW-flex,-2,1.0
1298,BWA-no-clip,-1,0.7
1298,BWA-std,-1,0.7
1298,NW-flex,-1,1.0
1298,BWA-no-clip,0,1.0
1298,BWA-std,0,1.0
1298,NW-flex,0,1.0
1298,BWA-no-clip,1,0.9
1298,BWA-std,1,0.7
1298,NW-flex,1,1.0
1298,BWA-no-clip,2,1.0
1298,BWA-std,2,0.5
1298,NW-flex,2,1.0
1298,BWA-no-clip,3,1.0
1298,BWA-std,3,0.3
1298,NW-flex,3,1.0
1298,BWA-no-clip,4,1.0
1298,BWA-std,4,0.1
1298,NW-flex,4,1.0
1298,BWA-no-clip,5,1.0
1298,BWA-std,5,0.0
1298,NW-flex,5,1.0
1299,BWA-no-clip,-5,0.6
1299,BWA-std,-5,0.1
1299,NW-flex,-5,1.0
1299,BWA-no-clip,-4,0.8
1299,BWA-std,-4,0.2
1299,NW-flex,-4,1.0
1299,BWA-no-clip,-3,0.8
1299,BWA-std,-3,0.4
1299,NW-flex,-3,1.0
1299,BWA-no-clip,-2,0.9
1299,BWA-std,-2,0.6
1299,NW-flex,-2,1.0
1299,BWA-no-clip,-1,0.9
1299,BWA-std,-1,0.7
1299,NW-flex,-1,1.0
1299,BWA-no-clip,0,1.0
1299,BWA-std,0,1.0
1299,NW-flex,0,1.0
1299,BWA-no-clip,1,1.0
1299,BWA-std,1,0.7
1299,NW-flex,1,1.0
1299,BWA-no-clip,2,1.0
1299,BWA-std,2,0.5
1299,NW-flex,2,1.0
1299,BWA-no-clip,3,1.0
1299,BWA-std,3,0.3
1299,NW-flex,3,1.0
1299,BWA-no-clip,4,1.0
1299,BWA-std,4,0.1
1299,NW-flex,4,1.0
1299,BWA-no-clip,5,1.0
1299,BWA-std,5,0.0
1299,NW-flex,5,1.0
1300,BWA-no-clip,-5,0.5
1300,BWA-std,-5,0.1
1300,NW-flex,-5,1.0
1300,BWA-no-clip,-4,0.7
1300,BWA-std,-4,0.2
1300,NW-flex,-4,1.0
1300,BWA-no-clip,-3,0.7
1300,BWA-std,-3,0.4
1300,NW-flex,-3,1.0
1300,BWA-no-clip,-2,0.9
1300,BWA-std,-2,0.6
