pind,arm,delta,correct
427,NW-flex,-3,1.0
427,BWA-no-clip,-2,0.7333333333333333
427,BWA-std,-2,0.5
427,NW-flex,-2,1.0
427,BWA-no-clip,-1,0.7
427,BWA-std,-1,0.7
427,NW-flex,-1,1.0
427,BWA-no-clip,0,1.0
427,BWA-std,0,1.0
427,NW-flex,0,1.0
427,BWA-no-clip,1,0.8
427,BWA-std,1,0.7
427,NW-flex,1,1.0
427,BWA-no-clip,2,0.8
427,BWA-std,2,0.5
427,NW-flex,2,1.0
427,BWA-no-clip,3,0.8
427,BWA-std,3,0.3
427,NW-flex,3,1.0
427,BWA-no-clip,4,0.8
427,BWA-std,4,0.1
427,NW-flex,4,1.0
427,BWA-no-clip,5,0.8
427,BWA-std,5,0.0
427,NW-flex,5,1.0
428,BWA-no-clip,-5,0.4
428,BWA-std,-5,0.1
428,NW-flex,-5,1.0
428,BWA-no-clip,-4,0.6
428,BWA-std,-4,0.2
428,NW-flex,-4,1.0
428,BWA-no-clip,-3,0.6
428,BWA-std,-3,0.4
428,NW-flex,-3,1.0
428,BWA-no-clip,-2,0.8
428,BWA-std,-2,0.5
428,NW-flex,-2,1.0
428,BWA-no-clip,-1,0.6
428,BWA-std,-1,0.6
428,NW-flex,-1,1.0
428,BWA-no-clip,0,1.0
428,BWA-std,0,1.0
428,NW-flex,0,1.0
428,BWA-no-clip,1,0.8
428,BWA-std,1,0.7
428,NW-flex,1,1.0
428,BWA-no-clip,2,1.0
428,BWA-std,2,0.5
428,NW-flex,2,1.0
428,BWA-no-clip,3,0.6
428,BWA-std,3,0.3
428,NW-flex,3,1.0
428,BWA-no-clip,4,0.6
428,BWA-std,4,0.1
428,NW-flex,4,1.0
428,BWA-no-clip,5,0.8
428,BWA-std,5,0.0
428,NW-flex,5,1.0
429,BWA-no-clip,-5,0.5
429,BWA-std,-5,0.1
429,NW-flex,-5,1.0
429,BWA-no-clip,-4,0.6
429,BWA-std,-4,0.2
429,NW-flex,-4,1.0
429,BWA-no-clip,-3,0.7
429,BWA-std,-3,0.4
429,NW-flex,-3,1.0
429,BWA-no-clip,-2,0.8
429,BWA-std,-2,0.6
429,NW-flex,-2,1.0
429,BWA-no-clip,-1,0.9
429,BWA-std,-1,0.7
429,NW-flex,-1,1.0
429,BWA-no-clip,0,1.0
429,BWA-std,0,1.0
429,NW-flex,0,1.0
429,BWA-no-clip,1,1.0
429,BWA-std,1,0.7
429,NW-flex,1,1.0
429,BWA-no-clip,2,1.0
429,BWA-std,2,0.5
429,NW-flex,2,1.0
429,BWA-no-clip,3,1.0
429,BWA-std,3,0.3
429,NW-flex,3,1.0
429,BWA-no-clip,4,1.0
429,BWA-std,4,0.1
429,NW-flex,4,1.0
429,BWA-no-clip,5,1.0
429,BWA-std,5,0.0
429,NW-flex,5,1.0
430,BWA-no-clip,-5,0.5
430,BWA-std,-5,0.1
430,NW-flex,-5,1.0
430,BWA-no-clip,-4,0.6
430,BWA-std,-4,0.2
430,NW-flex,-4,1.0
430,BWA-no-clip,-3,0.6
430,BWA-std,-3,0.4
430,NW-flex,-3,1.0
430,BWA-no-clip,-2,0.8
430,BWA-std,-2,0.5
430,NW-flex,-2,1.0
430,BWA-no-clip,-1,0.8
430,BWA-std,-1,0.7
430,NW-flex,-1,1.0
430,BWA-no-clip,0,1.0
430,BWA-std,0,1.0
430,NW-flex,0,1.0
430,BWA-no-clip,1,1.0
430,BWA-std,1,0.7
430,NW-flex,1,1.0
430,BWA-no-clip,2,1.0
430,BWA-std,2,0.5
430,NW-flex,2,1.0
430,BWA-no-clip,3,1.0
430,BWA-std,3,0.3
430,NW-flex,3,1.0
430,BWA-no-clip,4,1.0
430,BWA-std,4,0.1
430,NW-flex,4,1.0
430,BWA-no-clip,5,1.0
430,BWA-std,5,0.0
430,NW-flex,5,1.0
431,BWA-no-clip,-5,0.6
431,BWA-std,-5,0.1
431,NW-flex,-5,1.0
431,BWA-no-clip,-4,0.6
431,BWA-std,-4,0.2
431,NW-flex,-4,1.0
431,BWA-no-clip,-3,0.7
431,BWA-std,-3,0.4
431,NW-flex,-3,1.0
431,BWA-no-clip,-2,0.8
431,BWA-std,-2,0.5
431,NW-flex,-2,1.0
431,BWA-no-clip,-1,0.8
431,BWA-std,-1,0.7
431,NW-flex,-1,1.0
431,BWA-no-clip,0,1.0
431,BWA-std,0,1.0
431,NW-flex,0,1.0
431,BWA-no-clip,1,1.0
431,BWA-std,1,0.7
431,NW-flex,1,1.0
431,BWA-no-clip,2,1.0
431,BWA-std,2,0.5
431,NW-flex,2,1.0
431,BWA-no-clip,3,1.0
431,BWA-std,3,0.3
431,NW-flex,3,1.0
431,BWA-no-clip,4,1.0
431,BWA-std,4,0.1
431,NW-flex,4,1.0
431,BWA-no-clip,5,1.0
431,BWA-std,5,0.0
431,NW-flex,5,1.0
432,BWA-no-clip,-5,0.4
432,BWA-std,-5,0.1
432,NW-flex,-5,1.0
432,BWA-no-clip,-4,0.6
432,BWA-std,-4,0.2
432,NW-flex,-4,1.0
432,BWA-no-clip,-3,0.7
432,BWA-std,-3,0.4
432,NW-flex,-3,1.0
432,BWA-no-clip,-2,0.8
432,BWA-std,-2,0.5
432,NW-flex,-2,1.0
432,BWA-no-clip,-1,0.7
432,BWA-std,-1,0.7
432,NW-flex,-1,1.0
432,BWA-no-clip,0,1.0
432,BWA-std,0,1.0
432,NW-flex,0,1.0
432,BWA-no-clip,1,0.9
432,BWA-std,1,0.7
432,NW-flex,1,1.0
432,BWA-no-clip,2,1.0
432,BWA-std,2,0.5
432,NW-flex,2,1.0
432,BWA-no-clip,3,1.0
432,BWA-std,3,0.3
432,NW-flex,3,1.0
432,BWA-no-clip,4,1.0
432,BWA-std,4,0.1
432,NW-flex,4,1.0
432,BWA-no-clip,5,1.0
432,BWA-std,5,0.0
432,NW-flex,5,1.0
433,BWA-no-clip,-5,0.4
433,BWA-std,-5,0.1
433,NW-flex,-5,1.0
433,BWA-no-clip,-4,0.4
433,BWA-std,-4,0.2
433,NW-flex,-4,1.0
433,BWA-no-clip,-3,0.4
433,BWA-std,-3,0.4
433,NW-flex,-3,1.0
433,BWA-no-clip,-2,0.5333333333333333
433,BWA-std,-2,0.43333333333333335
433,NW-flex,-2,1.0
433,BWA-no-clip,-1,0.4
433,BWA-std,-1,0.4
433,NW-flex,-1,1.0
433,BWA-no-clip,0,1.0
433,BWA-std,0,1.0
433,NW-flex,0,1.0
433,BWA-no-clip,1,0.5
433,BWA-std,1,0.5
433,NW-flex,1,1.0
433,BWA-no-clip,2,0.5
433,BWA-std,2,0.5
433,NW-flex,2,1.0
433,BWA-no-clip,3,0.5
433,BWA-std,3,0.3
433,NW-flex,3,1.0
433,BWA-no-clip,4,0.5
433,BWA-std,4,0.1
433,NW-flex,4,1.0
433,BWA-no-clip,5,0.5
433,BWA-std,5,0.0
433,NW-flex,5,1.0
434,BWA-no-clip,-5,0.2
434,BWA-std,-5,0.1
434,NW-flex,-5,1.0
434,BWA-no-clip,-4,0.3
434,BWA-std,-4,0.2
434,NW-flex,-4,1.0
434,BWA-no-clip,-3,0.4
434,BWA-std,-3,0.4
434,NW-flex,-3,1.0
434,BWA-no-clip,-2,0.8
434,BWA-std,-2,0.5
434,NW-flex,-2,1.0
434,BWA-no-clip,-1,0.6
434,BWA-std,-1,0.6
434,NW-flex,-1,1.0
434,BWA-no-clip,0,1.0
434,BWA-std,0,1.0
434,NW-flex,0,1.0
434,BWA-no-clip,1,0.8
434,BWA-std,1,0.7
434,NW-flex,1,1.0
434,BWA-no-clip,2,1.0
434,BWA-std,2,0.5
434,NW-flex,2,1.0
434,BWA-no-clip,3,0.9
434,BWA-std,3,0.3
434,NW-flex,3,1.0
434,BWA-no-clip,4,0.8
434,BWA-std,4,0.1
434,NW-flex,4,1.0
434,BWA-no-clip,5,0.9
434,BWA-std,5,0.0
434,NW-flex,5,1.0
435,BWA-no-clip,-5,0.3
435,BWA-std,-5,0.1
435,NW-flex,-5,1.0
435,BWA-no-clip,-4,0.5
435,BWA-std,-4,0.2
435,NW-flex,-4,1.0
435,BWA-no-clip,-3,0.5
435,BWA-std,-3,0.4
435,NW-flex,-3,1.0
435,BWA-no-clip,-2,0.8
435,BWA-std,-2,0.5
435,NW-flex,-2,1.0
435,BWA-no-clip,-1,0.8
435,BWA-std,-1,0.7
435,NW-flex,-1,1.0
435,BWA-no-clip,0,1.0
435,BWA-std,0,1.0
435,NW-flex,0,1.0
435,BWA-no-clip,1,0.9
435,BWA-std,1,0.7
435,NW-flex,1,1.0
435,BWA-no-clip,2,0.9
435,BWA-std,2,0.5
435,NW-flex,2,1.0
435,BWA-no-clip,3,0.9
435,BWA-std,3,0.3
435,NW-flex,3,1.0
435,BWA-no-clip,4,0.9
435,BWA-std,4,0.1
435,NW-flex,4,1.0
435,BWA-no-clip,5,0.9
435,BWA-std,5,0.0
435,NW-flex,5,1.0
436,BWA-no-clip,-5,0.6
436,BWA-std,-5,0.1
436,NW-flex,-5,1.0
436,BWA-no-clip,-4,0.6
436,BWA-std,-4,0.2
436,NW-flex,-4,1.0
436,BWA-no-clip,-3,0.7
436,BWA-std,-3,0.4
436,NW-flex,-3,1.0
436,BWA-no-clip,-2,0.7
436,BWA-std,-2,0.6
436,NW-flex,-2,1.0
436,BWA-no-clip,-1,0.9
436,BWA-std,-1,0.7
436,NW-flex,-1,1.0
436,BWA-no-clip,0,1.0
436,BWA-std,0,1.0
436,NW-flex,0,1.0
436,BWA-no-clip,1,1.0
436,BWA-std,1,0.7
436,NW-flex,1,1.0
436,BWA-no-clip,2,1.0
436,BWA-std,2,0.5
436,NW-flex,2,1.0
436,BWA-no-clip,3,1.0
436,BWA-std,3,0.3
436,NW-flex,3,1.0
436,BWA-no-clip,4,1.0
436,BWA-std,4,0.1
436,NW-flex,4,1.0
436,BWA-no-clip,5,1.0
436,BWA-std,5,0.0
436,NW-flex,5,1.0
437,BWA-no-clip,-5,0.5
437,BWA-std,-5,0.1
437,NW-flex,-5,1.0
437,BWA-no-clip,-4,0.6
437,BWA-std,-4,0.2
437,NW-flex,-4,1.0
437,BWA-no-clip,-3,0.6
437,BWA-std,-3,0.4
437,NW-flex,-3,1.0
437,BWA-no-clip,-2,0.8
437,BWA-std,-2,0.5
437,NW-flex,-2,1.0
437,BWA-no-clip,-1,0.8
437,BWA-std,-1,0.7
437,NW-flex,-1,1.0
437,BWA-no-clip,0,1.0
437,BWA-std,0,1.0
437,NW-flex,0,1.0
437,BWA-no-clip,1,1.0
437,BWA-std,1,0.7
437,NW-flex,1,1.0
437,BWA-no-clip,2,1.0
437,BWA-std,2,0.5
437,NW-flex,2,1.0
437,BWA-no-clip,3,1.0
437,BWA-std,3,0.3
437,NW-flex,3,1.0
437,BWA-no-clip,4,1.0
437,BWA-std,4,0.1
437,NW-flex,4,1.0
437,BWA-no-clip,5,1.0
437,BWA-std,5,0.0
437,NW-flex,5,1.0
438,BWA-no-clip,-5,0.6
438,BWA-std,-5,0.1
438,NW-flex,-5,1.0
438,BWA-no-clip,-4,0.8
438,BWA-std,-4,0.2
438,NW-flex,-4,1.0
438,BWA-no-clip,-3,0.8
438,BWA-std,-3,0.4
438,NW-flex,-3,1.0
438,BWA-no-clip,-2,0.9
438,BWA-std,-2,0.6
438,NW-flex,-2,1.0
438,BWA-no-clip,-1,0.9
438,BWA-std,-1,0.7
438,NW-flex,-1,1.0
438,BWA-no-clip,0,1.0
438,BWA-std,0,1.0
438,NW-flex,0,1.0
438,BWA-no-clip,1,1.0
438,BWA-std,1,0.7
438,NW-flex,1,1.0
438,BWA-no-clip,2,1.0
438,BWA-std,2,0.5
438,NW-flex,2,1.0
438,BWA-no-clip,3,1.0
438,BWA-std,3,0.3
438,NW-flex,3,1.0
438,BWA-no-clip,4,1.0
438,BWA-std,4,0.1
438,NW-flex,4,1.0
438,BWA-no-clip,5,1.0
438,BWA-std,5,0.0
438,NW-flex,5,1.0
439,BWA-no-clip,-5,0.5
439,BWA-std,-5,0.1
439,NW-flex,-5,1.0
439,BWA-no-clip,-4,0.6
439,BWA-std,-4,0.2
439,NW-flex,-4,1.0
439,BWA-no-clip,-3,0.6
439,BWA-std,-3,0.3
439,NW-flex,-3,1.0
439,BWA-no-clip,-2,0.7
439,BWA-std,-2,0.5
439,NW-flex,-2,1.0
439,BWA-no-clip,-1,0.8
439,BWA-std,-1,0.7
439,NW-flex,-1,1.0
439,BWA-no-clip,0,1.0
439,BWA-std,0,1.0
439,NW-flex,0,1.0
439,BWA-no-clip,1,1.0
439,BWA-std,1,0.7
439,NW-flex,1,1.0
439,BWA-no-clip,2,0.9
439,BWA-std,2,0.5
439,NW-flex,2,1.0
439,BWA-no-clip,3,0.9
439,BWA-std,3,0.3
439,NW-flex,3,1.0
439,BWA-no-clip,4,0.9
439,BWA-std,4,0.1
439,NW-flex,4,1.0
439,BWA-no-clip,5,0.9
439,BWA-std,5,0.0
439,NW-flex,5,1.0
440,BWA-no-clip,-5,0.6
440,BWA-std,-5,0.1
440,NW-flex,-5,1.0
440,BWA-no-clip,-4,0.7
440,BWA-std,-4,0.2
440,NW-flex,-4,1.0
440,BWA-no-clip,-3,0.7
440,BWA-std,-3,0.4
440,NW-flex,-3,1.0
440,BWA-no-clip,-2,0.7333333333333333
440,BWA-std,-2,0.5
440,NW-flex,-2,1.0
440,BWA-no-clip,-1,0.7
440,BWA-std,-1,0.7
440,NW-flex,-1,1.0
440,BWA-no-clip,0,1.0
440,BWA-std,0,1.0
440,NW-flex,0,1.0
440,BWA-no-clip,1,0.8
440,BWA-std,1,0.7
440,NW-flex,1,1.0
440,BWA-no-clip,2,0.8
440,BWA-std,2,0.5
440,NW-flex,2,1.0
440,BWA-no-clip,3,0.8
440,BWA-std,3,0.3
440,NW-flex,3,1.0
440,BWA-no-clip,4,0.8
440,BWA-std,4,0.1
440,NW-flex,4,1.0
440,BWA-no-clip,5,0.8
440,BWA-std,5,0.0
440,NW-flex,5,1.0
441,BWA-no-clip,-5,0.5
441,BWA-std,-5,0.1
441,NW-flex,-5,1.0
441,BWA-no-clip,-4,0.6
441,BWA-std,-4,0.2
441,NW-flex,-4,1.0
441,BWA-no-clip,-3,0.7
441,BWA-std,-3,0.4
441,NW-flex,-3,1.0
441,BWA-no-clip,-2,0.8
441,BWA-std,-2,0.6
441,NW-flex,-2,1.0
441,BWA-no-clip,-1,0.9
441,BWA-std,-1,0.7
441,NW-flex,-1,1.0
441,BWA-no-clip,0,1.0
441,BWA-std,0,1.0
441,NW-flex,0,1.0
441,BWA-no-clip,1,1.0
441,BWA-std,1,0.7
441,NW-flex,1,1.0
441,BWA-no-clip,2,1.0
441,BWA-std,2,0.5
441,NW-flex,2,1.0
441,BWA-no-clip,3,1.0
441,BWA-std,3,0.3
441,NW-flex,3,1.0
441,BWA-no-clip,4,1.0
441,BWA-std,4,0.1
441,NW-flex,4,1.0
441,BWA-no-clip,5,1.0
441,BWA-std,5,0.0
441,NW-flex,5,1.0
442,BWA-no-clip,-5,0.4
442,BWA-std,-5,0.1
442,NW-flex,-5,1.0
442,BWA-no-clip,-4,0.6
442,BWA-std,-4,0.2
442,NW-flex,-4,1.0
442,BWA-no-clip,-3,0.6
442,BWA-std,-3,0.3
442,NW-flex,-3,1.0
442,BWA-no-clip,-2,0.7
442,BWA-std,-2,0.5
442,NW-flex,-2,1.0
442,BWA-no-clip,-1,0.8
442,BWA-std,-1,0.7
442,NW-flex,-1,1.0
442,BWA-no-clip,0,1.0
442,BWA-std,0,1.0
442,NW-flex,0,1.0
442,BWA-no-clip,1,1.0
442,BWA-std,1,0.7
442,NW-flex,1,1.0
442,BWA-no-clip,2,0.8
442,BWA-std,2,0.5
442,NW-flex,2,1.0
442,BWA-no-clip,3,0.8
442,BWA-std,3,0.3
442,NW-flex,3,1.0
442,BWA-no-clip,4,0.9
442,BWA-std,4,0.1
442,NW-flex,4,1.0
442,BWA-no-clip,5,1.0
442,BWA-std,5,0.0
442,NW-flex,5,1.0
443,BWA-no-clip,-5,0.6
443,BWA-std,-5,0.1
443,NW-flex,-5,1.0
443,BWA-no-clip,-4,0.7
443,BWA-std,-4,0.2
443,NW-flex,-4,1.0
443,BWA-no-clip,-3,0.7
443,BWA-std,-3,0.4
443,NW-flex,-3,1.0
443,BWA-no-clip,-2,0.8
443,BWA-std,-2,0.5
443,NW-flex,-2,1.0
443,BWA-no-clip,-1,0.8
443,BWA-std,-1,0.7
443,NW-flex,-1,1.0
443,BWA-no-clip,0,1.0
443,BWA-std,0,1.0
443,NW-flex,0,1.0
443,BWA-no-clip,1,0.9
443,BWA-std,1,0.7
443,NW-flex,1,1.0
443,BWA-no-clip,2,0.9
443,BWA-std,2,0.5
443,NW-flex,2,1.0
443,BWA-no-clip,3,0.9
443,BWA-std,3,0.3
443,NW-flex,3,1.0
443,BWA-no-clip,4,0.9
443,BWA-std,4,0.1
443,NW-flex,4,1.0
443,BWA-no-clip,5,0.9
443,BWA-std,5,0.0
443,NW-flex,5,1.0
444,BWA-no-clip,-5,0.4
444,BWA-std,-5,0.1
444,NW-flex,-5,1.0
444,BWA-no-clip,-4,0.6
444,BWA-std,-4,0.2
444,NW-flex,-4,1.0
444,BWA-no-clip,-3,0.6
444,BWA-std,-3,0.4
444,NW-flex,-3,1.0
444,BWA-no-clip,-2,0.8
444,BWA-std,-2,0.5
444,NW-flex,-2,1.0
444,BWA-no-clip,-1,0.8
444,BWA-std,-1,0.7
444,NW-flex,-1,1.0
444,BWA-no-clip,0,1.0
444,BWA-std,0,1.0
444,NW-flex,0,1.0
444,BWA-no-clip,1,1.0
444,BWA-std,1,0.7
444,NW-flex,1,1.0
444,BWA-no-clip,2,1.0
444,BWA-std,2,0.5
444,NW-flex,2,1.0
444,BWA-no-clip,3,0.9
444,BWA-std,3,0.3
444,NW-flex,3,1.0
444,BWA-no-clip,4,1.0
444,BWA-std,4,0.1
444,NW-flex,4,1.0
444,BWA-no-clip,5,1.0
444,BWA-std,5,0.0
444,NW-flex,5,1.0
445,BWA-no-clip,-5,0.5
445,BWA-std,-5,0.1
445,NW-flex,-5,1.0
445,BWA-no-clip,-4,0.6
445,BWA-std,-4,0.2
445,NW-flex,-4,1.0
445,BWA-no-clip,-3,0.6
445,BWA-std,-3,0.4
445,NW-flex,-3,1.0
445,BWA-no-clip,-2,0.8
445,BWA-std,-2,0.5
445,NW-flex,-2,1.0
445,BWA-no-clip,-1,0.8
445,BWA-std,-1,0.7
445,NW-flex,-1,1.0
445,BWA-no-clip,0,1.0
445,BWA-std,0,1.0
445,NW-flex,0,1.0
445,BWA-no-clip,1,1.0
445,BWA-std,1,0.7
445,NW-flex,1,1.0
445,BWA-no-clip,2,1.0
445,BWA-std,2,0.5
445,NW-flex,2,1.0
445,BWA-no-clip,3,1.0
445,BWA-std,3,0.3
445,NW-flex,3,1.0
445,BWA-no-clip,4,1.0
445,BWA-std,4,0.1
445,NW-flex,4,1.0
445,BWA-no-clip,5,1.0
445,BWA-std,5,0.0
445,NW-flex,5,1.0
446,BWA-no-clip,-5,0.5
446,BWA-std,-5,0.1
446,NW-flex,-5,1.0
446,BWA-no-clip,-4,0.6
446,BWA-std,-4,0.2
446,NW-flex,-4,1.0
446,BWA-no-clip,-3,0.7
446,BWA-std,-3,0.4
446,NW-flex,-3,1.0
446,BWA-no-clip,-2,0.7333333333333333
446,BWA-std,-2,0.5
446,NW-flex,-2,1.0
446,BWA-no-clip,-1,0.7
446,BWA-std,-1,0.7
446,NW-flex,-1,1.0
446,BWA-no-clip,0,1.0
446,BWA-std,0,1.0
446,NW-flex,0,1.0
446,BWA-no-clip,1,0.8
446,BWA-std,1,0.7
446,NW-flex,1,1.0
446,BWA-no-clip,2,0.8
446,BWA-std,2,0.5
446,NW-flex,2,1.0
446,BWA-no-clip,3,0.8
446,BWA-std,3,0.3
446,NW-flex,3,1.0
446,BWA-no-clip,4,0.8
446,BWA-std,4,0.1
446,NW-flex,4,1.0
446,BWA-no-clip,5,0.8
446,BWA-std,5,0.0
446,NW-flex,5,1.0
447,BWA-no-clip,-5,0.5
447,BWA-std,-5,0.1
447,NW-flex,-5,1.0
447,BWA-no-clip,-4,0.6
447,BWA-std,-4,0.2
447,NW-flex,-4,1.0
447,BWA-no-clip,-3,0.6
447,BWA-std,-3,0.4
447,NW-flex,-3,1.0
447,BWA-no-clip,-2,0.8
447,BWA-std,-2,0.5
447,NW-flex,-2,1.0
447,BWA-no-clip,-1,0.6
447,BWA-std,-1,0.6
447,NW-flex,-1,1.0
447,BWA-no-clip,0,1.0
447,BWA-std,0,1.0
447,NW-flex,0,1.0
447,BWA-no-clip,1,0.8
447,BWA-std,1,0.7
447,NW-flex,1,1.0
447,BWA-no-clip,2,1.0
447,BWA-std,2,0.5
447,NW-flex,2,1.0
447,BWA-no-clip,3,1.0
447,BWA-std,3,0.3
447,NW-flex,3,1.0
447,BWA-no-clip,4,1.0
447,BWA-std,4,0.1
447,NW-flex,4,1.0
447,BWA-no-clip,5,1.0
447,BWA-std,5,0.0
447,NW-flex,5,1.0
448,BWA-no-clip,-5,0.6
448,BWA-std,-5,0.1
448,NW-flex,-5,1.0
448,BWA-no-clip,-4,0.8
448,BWA-std,-4,0.2
448,NW-flex,-4,1.0
448,BWA-no-clip,-3,0.8
448,BWA-std,-3,0.4
448,NW-flex,-3,1.0
448,BWA-no-clip,-2,0.9
448,BWA-std,-2,0.6
448,NW-flex,-2,1.0
448,BWA-no-clip,-1,0.9
448,BWA-std,-1,0.7
448,NW-flex,-1,1.0
448,BWA-no-clip,0,1.0
448,BWA-std,0,1.0
448,NW-flex,0,1.0
448,BWA-no-clip,1,1.0
448,BWA-std,1,0.7
448,NW-flex,1,1.0
448,BWA-no-clip,2,1.0
448,BWA-std,2,0.5
448,NW-flex,2,1.0
448,BWA-no-clip,3,1.0
448,BWA-std,3,0.3
448,NW-flex,3,1.0
448,BWA-no-clip,4,1.0
448,BWA-std,4,0.1
448,NW-flex,4,1.0
448,BWA-no-clip,5,1.0
448,BWA-std,5,0.0
448,NW-flex,5,1.0
449,BWA-no-clip,-5,0.5
449,BWA-std,-5,0.1
449,NW-flex,-5,1.0
449,BWA-no-clip,-4,0.6
449,BWA-std,-4,0.2
449,NW-flex,-4,1.0
449,BWA-no-clip,-3,0.6
449,BWA-std,-3,0.3
449,NW-flex,-3,1.0
449,BWA-no-clip,-2,0.7
449,BWA-std,-2,0.5
449,NW-flex,-2,1.0
449,BWA-no-clip,-1,0.8
449,BWA-std,-1,0.7
449,NW-flex,-1,1.0
449,BWA-no-clip,0,1.0
449,BWA-std,0,1.0
449,NW-flex,0,1.0
449,BWA-no-clip,1,1.0
449,BWA-std,1,0.7
449,NW-flex,1,1.0
449,BWA-no-clip,2,0.9
449,BWA-std,2,0.5
449,NW-flex,2,1.0
449,BWA-no-clip,3,1.0
449,BWA-std,3,0.3
449,NW-flex,3,1.0
449,BWA-no-clip,4,1.0
449,BWA-std,4,0.1
449,NW-flex,4,1.0
449,BWA-no-clip,5,1.0
449,BWA-std,5,0.0
449,NW-flex,5,1.0
450,BWA-no-clip,-5,0.3
450,BWA-std,-5,0.1
450,NW-flex,-5,1.0
450,BWA-no-clip,-4,0.7
450,BWA-std,-4,0.2
450,NW-flex,-4,1.0
450,BWA-no-clip,-3,0.7
450,BWA-std,-3,0.4
450,NW-flex,-3,1.0
450,BWA-no-clip,-2,0.8
450,BWA-std,-2,0.5
450,NW-flex,-2,1.0
450,BWA-no-clip,-1,0.7
450,BWA-std,-1,0.7
450,NW-flex,-1,1.0
450,BWA-no-clip,0,1.0
450,BWA-std,0,1.0
450,NW-flex,0,1.0
450,BWA-no-clip,1,0.9
450,BWA-std,1,0.7
450,NW-flex,1,1.0
450,BWA-no-clip,2,1.0
450,BWA-std,2,0.5
450,NW-flex,2,1.0
450,BWA-no-clip,3,1.0
450,BWA-std,3,0.3
450,NW-flex,3,1.0
450,BWA-no-clip,4,1.0
450,BWA-std,4,0.1
450,NW-flex,4,1.0
450,BWA-no-clip,5,1.0
450,BWA-std,5,0.0
450,NW-flex,5,1.0
451,BWA-no-clip,-5,0.4
451,BWA-std,-5,0.1
451,NW-flex,-5,1.0
451,BWA-no-clip,-4,0.5
451,BWA-std,-4,0.2
451,NW-flex,-4,1.0
451,BWA-no-clip,-3,0.5
451,BWA-std,-3,0.3
451,NW-flex,-3,1.0
451,BWA-no-clip,-2,0.7
451,BWA-std,-2,0.5
451,NW-flex,-2,1.0
451,BWA-no-clip,-1,0.8
451,BWA-std,-1,0.7
451,NW-flex,-1,1.0
451,BWA-no-clip,0,1.0
451,BWA-std,0,1.0
451,NW-flex,0,1.0
451,BWA-no-clip,1,0.9
451,BWA-std,1,0.7
451,NW-flex,1,1.0
451,BWA-no-clip,2,0.9
451,BWA-std,2,0.5
451,NW-flex,2,1.0
451,BWA-no-clip,3,0.9
451,BWA-std,3,0.3
451,NW-flex,3,1.0
451,BWA-no-clip,4,0.9
451,BWA-std,4,0.1
451,NW-flex,4,1.0
451,BWA-no-clip,5,0.9
451,BWA-std,5,0.0
451,NW-flex,5,1.0
452,BWA-no-clip,-5,0.4
452,BWA-std,-5,0.1
452,NW-flex,-5,1.0
452,BWA-no-clip,-4,0.5
452,BWA-std,-4,0.2
452,NW-flex,-4,1.0
452,BWA-no-clip,-3,0.5
452,BWA-std,-3,0.4
452,NW-flex,-3,1.0
452,BWA-no-clip,-2,0.9
452,BWA-std,-2,0.6
452,NW-flex,-2,1.0
452,BWA-no-clip,-1,0.9
452,BWA-std,-1,0.7
452,NW-flex,-1,1.0
452,BWA-no-clip,0,1.0
452,BWA-std,0,1.0
452,NW-flex,0,1.0
452,BWA-no-clip,1,1.0
452,BWA-std,1,0.7
452,NW-flex,1,1.0
452,BWA-no-clip,2,1.0
452,BWA-std,2,0.5
452,NW-flex,2,1.0
452,BWA-no-clip,3,0.7
452,BWA-std,3,0.3
452,NW-flex,3,1.0
452,BWA-no-clip,4,1.0
452,BWA-std,4,0.1
452,NW-flex,4,1.0
452,BWA-no-clip,5,1.0
452,BWA-std,5,0.0
452,NW-flex,5,1.0
453,BWA-no-clip,-5,0.7
453,BWA-std,-5,0.1
453,NW-flex,-5,1.0
453,BWA-no-clip,-4,0.7
453,BWA-std,-4,0.2
453,NW-flex,-4,1.0
453,BWA-no-clip,-3,0.8
453,BWA-std,-3,0.4
453,NW-flex,-3,1.0
453,BWA-no-clip,-2,0.8
453,BWA-std,-2,0.6
453,NW-flex,-2,1.0
453,BWA-no-clip,-1,0.9
453,BWA-std,-1,0.7
453,NW-flex,-1,1.0
453,BWA-no-clip,0,1.0
453,BWA-std,0,1.0
453,NW-flex,0,1.0
453,BWA-no-clip,1,1.0
453,BWA-std,1,0.7
453,NW-flex,1,1.0
453,BWA-no-clip,2,1.0
453,BWA-std,2,0.5
453,NW-flex,2,1.0
453,BWA-no-clip,3,1.0
453,BWA-std,3,0.3
453,NW-flex,3,1.0
453,BWA-no-clip,4,1.0
453,BWA-std,4,0.1
453,NW-flex,4,1.0
453,BWA-no-clip,5,1.0
453,BWA-std,5,0.0
453,NW-flex,5,1.0
454,BWA-no-clip,-5,0.5
454,BWA-std,-5,0.1
454,NW-flex,-5,1.0
454,BWA-no-clip,-4,0.6
454,BWA-std,-4,0.2
454,NW-flex,-4,1.0
454,BWA-no-clip,-3,0.8
454,BWA-std,-3,0.4
454,NW-flex,-3,1.0
454,BWA-no-clip,-2,0.9
454,BWA-std,-2,0.6
454,NW-flex,-2,1.0
454,BWA-no-clip,-1,0.9
454,BWA-std,-1,0.7
454,NW-flex,-1,1.0
454,BWA-no-clip,0,1.0
454,BWA-std,0,1.0
454,NW-flex,0,1.0
454,BWA-no-clip,1,1.0
454,BWA-std,1,0.7
